query	question	option_1	option_2	option_3	option_4	option_5	impression_level	engagement_level	option_cctr_1	option_cctr_2	option_cctr_3	option_cctr_4	option_cctr_5
how to find the domain of a function	Select one to refine your search	how to find the domain of a function equation	how to find the domain of a function calculator				medium	5	1	0	0	0	0
how to find the domain of a function	Select one to refine your search	log function	polynomial function	square root function	quadratic function	how to find the domain of a linear function	high	0	0	0	0	0	0
how to find the domain of a function	Select one to refine your search	rational function	polynomial function	logarithmic function	square root function	quadratic function	medium	0	0	0	0	0	0
how to find the inverse of a function	Select one to refine your search	how to find the inverse of a cubic function	quadratic function	how to find the inverse of a log function	how to find the inverse of a linear function	rational function	low	0	0	0	0	0	0
how to find the inverse of a function	Select one to refine your search	how to find the inverse of a function calculator	how to find the inverse of a function equation				low	0	0	0	0	0	0
how to find the inverse of a function	Select one to refine your search	how to find the inverse of a log function	how to find the inverse of a square root function				medium	4	0	1	0	0	0
how to forward a text message on iphone	Select one to refine your search	iphone 6s	7	8	iphone xs	iphone 8	medium	0	0	0	0	0	0
how to forward a text message on iphone	Select one to refine your search	iphone xs	iphone 8	8	7	iphone 6s	medium	10	0	0.666666667	0.333333333	0	0
how to forward a text message on iphone	What iphone are you looking for?	iphone xs	iphone xs	iphone 8	8	7	low	0	0	0	0	0	0
how to get over a breakup	Select one to refine your search	for men	for women				medium	0	0	0	0	0	0
how to get over a breakup	Select one to refine your search	for men	for women	with kids			medium	0	0	0	0	0	0
how to get over a breakup	Select one to refine your search	for women	for men				high	3	0	1	0	0	0
how to get rid of a headache	Select one to refine your search	how to get rid of a stress headache	migraine				high	5	0.5	0.5	0	0	0
how to get rid of a headache	Select one to refine your search	how to get rid of a stress headache	migraine	dehydration headache	blood pressure headache	flu	medium	0	0	0	0	0	0
how to get rid of a headache	Select one to refine your search	sugar	sodium				medium	0	0	0	0	0	0
how to get rid of razor bumps	Select one to refine your search	how to get rid of razor bumps men	how to get rid of razor bumps women				low	9	1	0	0	0	0
how to get rid of razor bumps	Select one to refine your search	face	face	on legs	head	on head	low	0	0	0	0	0	0
how to get rid of razor bumps	Select one to refine your search	on legs	face	head	face	on head	low	0	0	0	0	0	0
how to hatch a dragon egg in minecraft	Select one to refine your search	minecraft pe	how to hatch a dragon egg in minecraft ps3	how to hatch a dragon egg in minecraft xbox			high	2	1	0	0	0	0
how to hatch a dragon egg in minecraft	Select one to refine your search	ps3	minecraft xbox				low	8	0	1	0	0	0
how to hatch a dragon egg in minecraft	Select one to refine your search	ps4	how to hatch a dragon egg in minecraft xbox				medium	7	0	1	0	0	0
how to make a portal in minecraft	Select one to refine your search	minecraft pc	on ipad	minecraft ps3	pe		medium	0	0	0	0	0	0
how to make a portal in minecraft	Select one to refine your search	pe	minecraft ps3	minecraft pc	on ipad		medium	4	0	0	1	0	0
how to make a portal in minecraft	Select one to refine your search	pe	ps3	pc	on ipad		low	0	0	0	0	0	0
how to make an iron golem in minecraft	Select one to refine your search	pe	minecraft xbox	minecraft ps3			medium	6	1	0	0	0	0
how to make an iron golem in minecraft	Select one to refine your search	xbox	minecraft pc	minecraft ps3			low	0	0	0	0	0	0
how to make an iron golem in minecraft	Select one to refine your search	pe	xbox	ps3			medium	0	0	0	0	0	0
how to scan a document to my computer	Select one to refine your search	canon	epson	hp			high	8	0.5	0	0.5	0	0
how to scan a document to my computer	Select one to refine your search	canon	epson	hp	brother		medium	6	0	0	1	0	0
how to scan a document to my computer	Select one to refine your search	canon	epson	lenovo	hp	dell	medium	10	0	0.333333333	0	0.666666667	0
how to scan a document to my computer	Select one to refine your search	windows 10	windows 7	windows 8			low	10	1	0	0	0	0
how to scan a document to my computer	Select one to refine your search	canon	hp	epson			low	0	0	0	0	0	0
how to scan a document using printer	Select one to refine your search	brother printer	canon printer	hp printer			high	7	0	0.333333333	0.666666667	0	0
how to scan a document using printer	Select one to refine your search	canon printer	brother printer	hp printer			high	10	0.125	0.125	0.75	0	0
how to scan a document using printer	Select one to refine your search	hp printer	canon printer	brother printer			medium	7	0	0.5	0.5	0	0
how to scan from printer to computer	Select one to refine your search	epson printer	canon printer	brother printer	hp printer	lexmark printer	high	10	0.2	0.4	0.1	0.3	0
how to scan from printer to computer	Select one to refine your search	epson printer	canon printer	hp printer	brother printer	samsung printer	high	7	0.25	0.25	0.5	0	0
how to scan from printer to computer	Select one to refine your search	windows 10	windows 8	vista			high	7	0.8	0.2	0	0	0
how to scan from printer to computer	Select one to refine your search	windows 8	vista				high	4	1	0	0	0	0
how to send a calendar invite in outlook	Select one to refine your search	2016	2010	2013	2007		low	0	0	0	0	0	0
how to send a calendar invite in outlook	What version of Outlook are you looking for?	outlook 2007	how to send a calendar invite in outlook 2010	outlook 2013	how to send a calendar invite in outlook 2016		low	8	0	0	1	0	0
how to send a calendar invite in outlook	What version of Outlook are you looking for?	how to send a calendar invite in outlook 2016	how to send a calendar invite in outlook 2010	outlook 2013	outlook 2007		low	10	1	0	0	0	0
how to take a screenshot on a computer	Select one to refine your search	lenovo computer	dell computer	hp computer	acer computer	apple computer	high	6	0.5	0	0.5	0	0
how to take a screenshot on a computer	Select one to refine your search	lenovo computer	dell computer	hp computer	how to take a screenshot on a windows computer	apple computer	high	8	0	0.333333333	0.333333333	0.333333333	0
how to take a screenshot on a computer	Select one to refine your search	how to take a screenshot on a mac computer	how to take a screenshot on a windows computer				high	7	0.111111111	0.888888889	0	0	0
how to take a screenshot on iphone	Select one to refine your search	iphone 11	iphone xs	iphone x	iphone 8	iphone 7	low	0	0	0	0	0	0
how to take a screenshot on iphone	Select one to refine your search	iphone 8	iphone 8	iphone 6s	iphone 7	iphone xs	medium	6	0	0	0	1	0
how to take a screenshot on iphone	Select one to refine your search	iphone xs	iphone x	iphone 8	iphone 7	iphone 6s	medium	5	0	0	0	1	0
how to take a screenshot on pc	Select one to refine your search	a windows pc	a dell pc	a samsung pc	hp pc	my lenovo pc	high	8	0.4	0.4	0	0	0.2
how to take a screenshot on pc	Select one to refine your search	windows 10	windows 7	windows 8			high	6	0.625	0.25	0.125	0	0
how to take a screenshot on pc	Select one to refine your search	windows 10	windows 7	windows 8	tablet		high	4	0.5	0	0	0.5	0
how to transfer data from iphone to iphone	Select one to refine your search	iphone 8	iphone 6s	iphone xs	iphone 7	iphone 8	medium	8	0	0.5	0	0.5	0
how to transfer data from iphone to iphone	Select one to refine your search	iphone x	iphone 8	iphone 8	iphone 7	iphone 6s	medium	0	0	0	0	0	0
how to transfer data from iphone to iphone	What iphone are you looking for?	iphone xs	iphone x	iphone 8	iphone 8	iphone 7	low	0	0	0	0	0	0
how to transfer money from one card to another	Select one to refine your search	credit	how to transfer money from one debit card to another				medium	0	0	0	0	0	0
how to transfer money from one card to another	Select one to refine your search	debit	credit				medium	3	1	0	0	0	0
how to transfer money from one card to another	Select one to refine your search	gift card card	debit	how to transfer money from one credit card to another			medium	6	0	1	0	0	0
how to transfer photos from phone to computer	Select one to refine your search	android	motorola	lg	samsung	apple	medium	0	0	0	0	0	0
how to transfer photos from phone to computer	Select one to refine your search	lg	motorola	apple			low	0	0	0	0	0	0
how to transfer photos from phone to computer	Select one to refine your search	lg	motorola	samsung	apple	htc phone	medium	7	0	0	0.5	0.5	0
lord of the rings fellowship of the ring	Select one to refine your search	cast	quotes	the ring soundtrack	the ring trailer	summary	low	8	0	0	1	0	0
lord of the rings fellowship of the ring	Select one to refine your search	cast	the ring stream	the ring quotes	the ring soundtrack	the ring trailer	low	8	0	0	0	1	0
lord of the rings fellowship of the ring	Select one to refine your search	the ring trailer	characters	lord of the rings fellowship of the ring book	sparknotes	audiobook	medium	6	0	0	0	0	1
monty python and the holy grail	Select one to refine your search	cast	quotes	script	summary	trailer	high	2	0	1	0	0	0
monty python and the holy grail	Select one to refine your search	cast	streaming	quotes	script	summary	medium	4	0	1	0	0	0
monty python and the holy grail	Select one to refine your search	cast	streaming	quotes	summary	trailer	high	0	0	0	0	0	0
sir gawain and the green knight	Select one to refine your search	summary	quotes	characters	theme	audiobook	high	2	1	0	0	0	0
sir gawain and the green knight	Select one to refine your search	summary	symbolism	characters	quotes	theme	medium	0	0	0	0	0	0
sir gawain and the green knight	What would you like to know about this book?	summary	quotes	themes	story		medium	0	0	0	0	0	0
storage cabinets with doors and shelves	Select one to refine your search	metal	wood	plastic			medium	4	0	1	0	0	0
storage cabinets with doors and shelves	Select one to refine your search	metal	wood	plastic	industrial storage cabinets	garage storage cabinets	medium	6	0	1	0	0	0
storage cabinets with doors and shelves	Select one to refine your search	wood	floor storage cabinets with doors and shelves				medium	0	0	0	0	0	0
storage cabinets with doors and shelves	Select one to refine your search	wood	metal	plastic			high	5	0.333333333	0.666666667	0	0	0
the boy in the striped pyjamas	Select one to refine your search	the boy in the striped pyjamas book	the boy in the striped pyjamas film				high	0	0	0	0	0	0
the boy in the striped pyjamas	Select one to refine your search	the boy in the striped pyjamas book	quotes	characters	themes		medium	0	0	0	0	0	0
the boy in the striped pyjamas	Select one to refine your search	cast	quotes	summary			low	0	0	0	0	0	0
the boy in the striped pyjamas	Select one to refine your search	cast	quotes	summary	ebook	themes	low	8	0	0	1	0	0
the boy who harnessed the wind	Select one to refine your search	characters	summary	audiobook	audiobook		low	8	0	0	0	1	0
the boy who harnessed the wind	Select one to refine your search	characters	summary	quotes	audiobook	characters	high	4	0	0.5	0.5	0	0
the boy who harnessed the wind	Select one to refine your search	the plot of the boy who harnessed the wind	the theme in the boy who harnessed the wind				medium	0	0	0	0	0	0
the charge of the light brigade	Select one to refine your search	the charge of the light brigade film	the charge of the light brigade lyrics				high	6	0.5	0.5	0	0	0
the charge of the light brigade	Select one to refine your search	the charge of the light brigade poem	the charge of the light brigade essay	article			high	0	0	0	0	0	0
the charge of the light brigade	Select one to refine your search	summary	themes	dvd	quotes		medium	0	0	0	0	0	0
the charge of the light brigade	Select one to refine your search	theme of	tone of the	imagery in	mood of	figurative language	medium	0	0	0	0	0	0
the curious incident of the dog in the night	Select one to refine your search	review	characters	quotes	summary	audiobook	low	0	0	0	0	0	0
the curious incident of the dog in the night	Select one to refine your search	review	characters	summary	quotes	audiobook	low	0	0	0	0	0	0
the curious incident of the dog in the night	Select one to refine your search	review	characters	theme	summary	quotes	medium	6	0	0	0	0	1
the girl with the dragon tattoo	Select one to refine your search	the girl with the dragon tattoo book	characters	the girl with the dragon tattoo sparknotes	tattoo audiobook	tattoo quotes	high	0	0	0	0	0	0
the girl with the dragon tattoo	Select one to refine your search	film	the girl with the dragon tattoo book	tattoo characters	the girl with the dragon tattoo sparknotes		high	2	1	0	0	0	0
the girl with the dragon tattoo	Select one to refine your search	trailer	cast	summary	dvd	tattoo audiobook	high	1	0	1	0	0	0
the legend of zelda breath of the wild	Select one to refine your search	review	pc	wii u	walkthrough	trailer	medium	0	0	0	0	0	0
the legend of zelda breath of the wild	Select one to refine your search	review	wii u	pc	walkthrough	trailer	high	3	0	0	1	0	0
the legend of zelda breath of the wild	Select one to refine your search	wii u	pc	nintendo switch	3ds		medium	5	0	0	1	0	0
the many adventures of winnie the pooh	Select one to refine your search	dvd	the many adventures of winnie the pooh vhs				high	5	0.5	0.5	0	0	0
the many adventures of winnie the pooh	Select one to refine your search	part 2	part 5	part 13	part 14	part 10	medium	6	0	0	0	1	0
the many adventures of winnie the pooh	Select one to refine your search	trailer	cast	intro	vhs	dvd	low	8	0	0	1	0	0
the many adventures of winnie the pooh	What would you like to know about this movie?	dvd	cast	review	trailer		low	0	0	0	0	0	0
the perks of being a wallflower	Select one to refine your search	books like	movies like the perks of being a wallflower				medium	4	0	1	0	0	0
the perks of being a wallflower	Select one to refine your search	quotes	the perks of being a wallflower film	quotes	sparknotes	book	medium	0	0	0	0	0	0
the perks of being a wallflower	Select one to refine your search	film	book				high	0	0	0	0	0	0
the silence of the lambs	Select one to refine your search	quotes	cast	trailer	soundtrack	review	high	3	1	0	0	0	0
the silence of the lambs	Select one to refine your search	quotes	summary	cast	trailer	review	medium	0	0	0	0	0	0
the silence of the lambs	Select one to refine your search	quotes	summary	cast	trailer	script	low	0	0	0	0	0	0
the wolf of wall street	Select one to refine your search	movies like the wolf of wall street	books like the wolf of wall street				high	0	0	0	0	0	0
the wolf of wall street	Select one to refine your search	stream	trailer	quotes	cast	book	medium	0	0	0	0	0	0
the wolf of wall street	Select one to refine your search	trailer	quotes	cast	streaming	summary	high	3	0	0	0.333333333	0.666666667	0
true and the rainbow kingdom	Select one to refine your search	cast	episodes				high	3	1	0	0	0	0
true and the rainbow kingdom	Select one to refine your search	plot	development	characters	episodes	release	high	0	0	0	0	0	0
true and the rainbow kingdom	Select one to refine your search	plot	development	characters	release	episodes	medium	0	0	0	0	0	0
turn windows features on or off	Select one to refine your search	windows 10	windows 7	windows 8	windows xp		high	8	1	0	0	0	0
turn windows features on or off	Select one to refine your search	windows 10	windows 7	windows 8	windows xp	server 2008	high	8	1	0	0	0	0
turn windows features on or off	What version of Windows are you looking for?	windows 10	windows 8	windows 7	windows vista		high	0	0	0	0	0	0
we need to talk about kevin	Select one to refine your search	we need to talk about kevin book	trailer	review			high	2	1	0	0	0	0
we need to talk about kevin	Select one to refine your search	we need to talk about kevin movie	we need to talk about kevin book				medium	0	0	0	0	0	0
we need to talk about kevin	Select one to refine your search	trailer	we need to talk about kevin book	review			medium	0	0	0	0	0	0
we need to talk about kevin	Select one to refine your search	trailer	summary	review			medium	0	0	0	0	0	0
what causes leg cramps at night	Select one to refine your search	in women	when pregnant	in children	in men		low	0	0	0	0	0	0
what causes leg cramps at night	Select one to refine your search	in women	when pregnant	in children	in young people		low	0	0	0	0	0	0
what causes leg cramps at night	Select one to refine your search	sleeping	working				medium	4	1	0	0	0	0
what do bed bugs look like	Select one to refine your search	baby	red				medium	0	0	0	0	0	0
what do bed bugs look like	Select one to refine your search	what do bed bugs look like bite	what do bed bugs look like on child				high	2	1	0	0	0	0
what do bed bugs look like	Select one to refine your search	what do female bed bugs look like	what do male bed bugs look like				medium	0	0	0	0	0	0
what is a good blood pressure reading	Select one to refine your search	for women	for men				high	5	1	0	0	0	0
what is a good blood pressure reading	Select one to refine your search	for women	for men	for seniors			low	10	0	1	0	0	0
what is a good blood pressure reading	Select one to refine your search	for women	for seniors	for a teenager	for child		low	0	0	0	0	0	0
what is normal blood sugar range	Select one to refine your search	for men	for women				medium	6	0	1	0	0	0
what is normal blood sugar range	Select one to refine your search	for men	for women	for adults	for children	for seniors	medium	0	0	0	0	0	0
what is normal blood sugar range	Select one to refine your search	for women	for men	for adults	for children	for seniors	low	0	0	0	0	0	0
what is primary research	Select one to refine your search	marketing research	literature research	nursing	law		low	0	0	0	0	0	0
what is primary research	Select one to refine your search	what is primary qualitative research	what is primary quantitative research				high	2	1	0	0	0	0
what is primary research	Select one to refine your search	what is primary research article	what is primary research essay	what is primary research report			medium	0	0	0	0	0	0
what is primary research	Select one to refine your search	in marketing	in nursing	literature	in english	in psychology	low	0	0	0	0	0	0
what is the most popular game	Select one to refine your search	what is the most popular game on roblox	what is the most popular game minecraft				high	3	0	1	0	0	0
what is the most popular game	Select one to refine your search	on xbox one	on ps4	on steam	for pc		low	0	0	0	0	0	0
what is the most popular game	Select one to refine your search	nintendo	xbox one	ps4	pc	mobile	low	10	0	0	0.5	0.5	0
what is the value of my car	Select one to refine your search	fair market value	actual cash value	replacement value			low	7	0	1	0	0	0
what is the value of my car	Select one to refine your search	what is the market value of my car	actual cash value	replacement value			low	0	0	0	0	0	0
what is the value of my car	Select one to refine your search	what is the market value of my car	what is the assessed value of my car	what is the taxable value of my car			low	0	0	0	0	0	0
what is the value of my car	Select one to refine your search	what is the market value of my car	what is the book value of my car	what is the fair value of my car			low	8	0	0	1	0	0
what motherboard do i have	Select one to refine your search	asus motherboard	gigabyte motherboard	msi motherboard	asrock motherboard	dell motherboard	medium	0	0	0	0	0	0
what motherboard do i have	Select one to refine your search	what motherboard do i have windows 10	what motherboard do i have windows 7	windows 8			high	3	1	0	0	0	0
what motherboard do i have	Select one to refine your search	windows 10 what motherboard do i have	windows 7 what motherboard do i have				low	0	0	0	0	0	0
what temp is a fever	Select one to refine your search	for a baby	in adults	what temp is a fever for a child			medium	7	1	0	0	0	0
what temp is a fever	Select one to refine your search	what temp is a fever for a child	for a baby				low	0	0	0	0	0	0
what temp is a fever	Select one to refine your search	in a child	in adults	for a baby	for teens		low	0	0	0	0	0	0
what temperature should a refrigerator be	Select one to refine your search	commercial	residential				low	0	0	0	0	0	0
what temperature should a refrigerator be	Select one to refine your search	frigidaire refrigerator	ge refrigerator	lg refrigerator	samsung refrigerator	kenmore refrigerator	medium	0	0	0	0	0	0
what temperature should a refrigerator be	Select one to refine your search	ge refrigerator	lg refrigerator	samsung refrigerator	frigidaire refrigerator	kenmore refrigerator	high	8	0	0.5	0.25	0.25	0
what type of computer is this	Select one to refine your search	what type of computer is this hp	what type of computer is this dell				high	5	0.666666667	0.333333333	0	0	0
what type of computer is this	Select one to refine your search	dell	hp	asus	acer	lenovo	medium	8	0	0.5	0.5	0	0
what type of computer is this	Select one to refine your search	hp	dell	asus	acer	lenovo	medium	10	0.4	0.4	0.2	0	0
what version of internet explorer do i have	Select one to refine your search	on windows 10	on windows 8	windows 7	windows xp		high	5	0.5	0	0.5	0	0
what version of internet explorer do i have	Select one to refine your search	what version of internet explorer do i have win 7	what version of internet explorer do i have win 10				medium	9	0	1	0	0	0
what version of internet explorer do i have	Select one to refine your search	windows 10	on windows 8	windows 7	windows xp		medium	7	1	0	0	0	0
what version of internet explorer do i have	Select one to refine your search	windows 10	windows 8	windows 7	windows xp		medium	5	0	0	1	0	0
when is the best time to buy airline tickets	Select one to refine your search	for christmas	thanksgiving				medium	4	1	0	0	0	0
when is the best time to buy airline tickets	Select one to refine your search	to europe	to mexico	for italy	to china	to japan	low	0	0	0	0	0	0
when is the best time to buy airline tickets	Select one to refine your search	international	domestic				medium	0	0	0	0	0	0
when to use a colon	Select one to refine your search	when to use a colon in writing	when to use a colon in punctuation				low	0	0	0	0	0	0
when to use a colon	Select one to refine your search	when to use a colon in writing	when to use a colon in punctuation	when to use a colon in english			medium	7	1	0	0	0	0
when to use a colon	Select one to refine your search	when to use a colon or semicolon	when to use a colon or comma	when to use a colon versus a dash			high	3	1	0	0	0	0
where are your lymph nodes located	Select one to refine your search	in neck	under arm	back	in chest	in legs	low	0	0	0	0	0	0
where are your lymph nodes located	Select one to refine your search	under arm	in neck	in groin	in chest	in your chest	low	0	0	0	0	0	0
where are your lymph nodes located	Select one to refine your search	under arm	in neck	in groin	in your chest	in the stomach	low	10	0.5	0.5	0	0	0
where can i buy yeezy shoes	Select one to refine your search	where can i buy yeezy shoes china	where can i buy yeezy shoes canada	where can i buy yeezy shoes uk			low	0	0	0	0	0	0
where can i buy yeezy shoes	Select one to refine your search	for kids	men	for women			medium	4	0	1	0	0	0
where can i buy yeezy shoes	Select one to refine your search	for men	for women				low	0	0	0	0	0	0
where is find my iphone in settings	Select one to refine your search	iphone 11	iphone xs	iphone x	iphone 8	iphone 7	low	0	0	0	0	0	0
where is find my iphone in settings	Select one to refine your search	iphone 7	iphone 7	iphone 6	iphone 5		medium	8	0	0	0.5	0.5	0
where is find my iphone in settings	Select one to refine your search	iphone x	iphone x	iphone 7	iphone 7	iphone 6s	low	0	0	0	0	0	0
where is the liver located	Select one to refine your search	women	men	children	animals		low	0	0	0	0	0	0
where is the liver located	Select one to refine your search	women	men	animals	children		medium	0	0	0	0	0	0
where is the liver located	Select one to refine your search	where is the female liver located	where is the male liver located				medium	7	1	0	0	0	0
where is the liver located	Select one to refine your search	where is the liver located in the body	where is the liver located in the feet				medium	0	0	0	0	0	0
where is the liver located	Select one to refine your search	where is the liver located in women	where is the liver located in men	for kids			medium	0	0	0	0	0	0
where is the liver located	Select one to refine your search	where is the liver located in women	where is the liver located in men	in children	where is the liver located in animals		medium	6	1	0	0	0	0
where is the microphone on my laptop	Select one to refine your search	dell	hp				medium	6	0	1	0	0	0
where is the microphone on my laptop	Select one to refine your search	dell	hp	acer laptop	asus	lenovo	low	10	0.5	0.5	0	0	0
where is the microphone on my laptop	Select one to refine your search	hp	dell	lenovo	asus	acer laptop	low	10	0	0.5	0.5	0	0
where to buy purses	Select one to refine your search	coach	kate spade	chanel			low	0	0	0	0	0	0
where to buy purses	Select one to refine your search	coach	kate spade	chanel	gucci		medium	0	0	0	0	0	0
where to buy purses	Select one to refine your search	kate spade	coach	chanel			medium	4	0	1	0	0	0
who invented the car	Select one to refine your search	electric	hydrogen	solar			medium	0	0	0	0	0	0
who invented the car	Select one to refine your search	electric	solar	steam	water		low	0	0	0	0	0	0
who invented the car	Select one to refine your search	who invented the first car	who invented the 2nd car				medium	8	1	0	0	0	0
who invented the car	Select one to refine your search	who invented the motor car	transmission for a	who invented the starter on a car			low	0	0	0	0	0	0
who won the game last night	Select one to refine your search	who won the cavs game last night	astros				medium	0	0	0	0	0	0
who won the game last night	Select one to refine your search	the cowboys	eagles	patriots	the broncos	packers	medium	0	0	0	0	0	0
who won the game last night	Select one to refine your search	football game	baseball game	hockey game	basketball game	boxing	medium	6	1	0	0	0	0
who won the game last night	Select one to refine your search	soccer game	basketball game	hockey game	nfl game	baseball game	medium	0	0	0	0	0	0
whose line is it anyway	Select one to refine your search	cast	episodes	dvd	intro	quotes	high	3	0	0	1	0	0
whose line is it anyway	Select one to refine your search	full episodes	dvd	intro	quotes	cancelled	high	0	0	0	0	0	0
whose line is it anyway	Select one to refine your search	whose line is it anyway tour	whose line is it anyway members	logo	whose line is it anyway songs		medium	0	0	0	0	0	0
whose line is it anyway	Select one to refine your search	whose line is it anyway tour	whose line is it anyway members	whose line is it anyway songs	logo		high	2	0	0	0	1	0
why is my eye twitching	Select one to refine your search	left	right				low	9	1	0	0	0	0
why is my eye twitching	Select one to refine your search	why is my right eye twitching	why is my left eye twitching				high	0	0	0	0	0	0
why is my eye twitching	Select one to refine your search	right	left				low	0	0	0	0	0	0
why is my laptop so slow	Select one to refine your search	hp	dell				medium	7	0	1	0	0	0
why is my laptop so slow	Select one to refine your search	dell	hp	asus laptop	acer	lenovo	medium	0	0	0	0	0	0
why is my laptop so slow	Select one to refine your search	dell	hp				medium	8	0.5	0.5	0	0	0
why is my laptop so slow	Select one to refine your search	why is my laptop so slow windows 10	why is my laptop so slow windows 8	why is my laptop so slow windows 7			low	8	1	0	0	0	0
why is my printer offline	Select one to refine your search	canon printer	epson printer	hp printer	brother printer	ricoh printer	medium	9	0.333333333	0.333333333	0.333333333	0	0
why is my printer offline	Select one to refine your search	hp	brother	canon	epson	why is my printer offline dell	medium	6	1	0	0	0	0
why is my printer offline	Select one to refine your search	hp	why is my printer offline dell				high	8	1	0	0	0	0
why is my printer offline	Select one to refine your search	in windows 10	windows 8	windows 7	windows xp		high	0	0	0	0	0	0
wide width shoes for women	Select one to refine your search	athletic shoes shoes	walking shoes	dress shoes	golf shoes	dance shoes	medium	8	0	0	1	0	0
wide width shoes for women	Select one to refine your search	wide width casual shoes for women	wide width formal shoes for women				medium	0	0	0	0	0	0
wide width shoes for women	Select one to refine your search	walking shoes	athletic shoes shoes	dress shoes	golf shoes	dance shoes	medium	9	0.333333333	0.333333333	0.333333333	0	0
wide width shoes for women	Select one to refine your search	walking shoes	tennis shoes	dress shoes	dance shoes	golf shoes	high	5	0.5	0	0.5	0	0
wifi driver for windows 10	Select one to refine your search	hp	dell	lenovo	intel	asus	high	8	0.5	0.333333333	0	0	0.166666667
wifi driver for windows 10	Select one to refine your search	hp	intel	dell	lenovo	asus	high	9	0	0.5	0.25	0.25	0
wifi driver for windows 10	Select one to refine your search	intel	asus	realtek	dell	hp	medium	0	0	0	0	0	0
windows 10 activator free download	Select one to refine your search	64	32				low	0	0	0	0	0	0
windows 10 activator free download	Select one to refine your search	32	64				low	0	0	0	0	0	0
windows 10 activator free download	Select one to refine your search	windows 10 activator free download 64 bit	windows 10 activator free download 32 bit				high	5	1	0	0	0	0
windows 10 latest version	Select one to refine your search	download	update				low	0	0	0	0	0	0
windows 10 latest version	Select one to refine your search	update	download				low	0	0	0	0	0	0
windows 10 latest version	Select one to refine your search	download	updates				high	0	0	0	0	0	0
windows 10 latest version	Select one to refine your search	update	downloads				high	0	0	0	0	0	0
windows 10 latest version	Select one to refine your search	downloads	update				high	0	0	0	0	0	0
windows 10 latest version	Select one to refine your search	updates	download				high	0	0	0	0	0	0
windows 10 latest version	What are you trying to do?	download	update				high	6	0.5	0.5	0	0	0
windows 10 latest version	What are you trying to do?	update	download				high	3	1	0	0	0	0
windows 8.1 free download full version	Select one to refine your search	32	64				low	0	0	0	0	0	0
windows 8.1 free download full version	Select one to refine your search	64	32				low	0	0	0	0	0	0
windows 8.1 free download full version	What system type are you looking for?	32 bit	64 bit				medium	10	0.333333333	0.666666667	0	0	0
windows defender security center	Select one to refine your search	disable windows defender security center	enable windows defender security center				high	3	0	1	0	0	0
windows defender security center	Select one to refine your search	disable windows defender security center.	enable windows defender security center.				high	2	0	1	0	0	0
windows defender security center	Select one to refine your search	enable windows defender security center	how to disable windows defender security center				high	6	0.833333333	0.166666667	0	0	0
windows defender security center	Select one to refine your search	10	7				low	0	0	0	0	0	0
windows defender security center	Select one to refine your search	windows defender security center windows 10	windows defender security center windows 7				high	3	1	0	0	0	0
windows hello in windows 10	Select one to refine your search	requirements	repair	webcam			high	3	0.37394958	0.457983193	0.168067227	0	0
windows hello in windows 10	Select one to refine your search	requirements	webcam	repair			high	3	0.412751678	0.234899329	0.352348993	0	0
windows hello in windows 10	Select one to refine your search	site:microsoft.com requirements	repair	site:microsoft.com webcam			high	5	0	1	0	0	0
windows hello in windows 10	Select one to refine your search	site:microsoft.com requirements	site:microsoft.com webcam	repair			high	3	0.055555556	0.277777778	0.666666667	0	0
windows import pictures and videos	Select one to refine your search	iphone	windows 7	windows 8			high	3	1	0	0	0	0
windows import pictures and videos	Select one to refine your search	windows 10	for windows 8	windows 7			medium	7	1	0	0	0	0
windows import pictures and videos	Select one to refine your search	windows 10	ipad	for windows 8	windows 7	for vista	medium	0	0	0	0	0	0
windows live mail download	Select one to refine your search	import	export				high	2	1	0	0	0	0
windows live mail download	Select one to refine your search	for windows 10	for windows 7	for windows 8			high	6	0.666666667	0.333333333	0	0	0
windows live mail download	Select one to refine your search	for windows 8	for windows 10	for windows 8	vista	for windows vista	high	4	0	1	0	0	0
windows live mail download	Select one to refine your search	for windows 8	for windows 10	for windows 8	vista	vista	high	5	0.2	0.8	0	0	0
windows movie maker windows 10	Select one to refine your search	mp4	mpeg2	jpg	jpg	dvd	high	3	0.25	0.5	0	0	0.25
windows movie maker windows 10	What system type are you looking for?	32 bit	64 bit				high	4	0	1	0	0	0
windows movie maker windows 10	What system type are you looking for?	64 bit	32 bit				high	5	1	0	0	0	0
wix filters cross reference	Select one to refine your search	wix oil filters cross reference	wix air filters cross reference	wix fuel filters cross reference			medium	0	0	0	0	0	0
wix filters cross reference	Select one to refine your search	wix oil filters cross reference	wix air filters cross reference	wix hydraulic filters cross reference			high	0	0	0	0	0	0
wix filters cross reference	Select one to refine your search	wix oil filters cross reference	wix fuel filters cross reference				high	2	1	0	0	0	0
wizards of the coast	Select one to refine your search	wizards of the west coast	wizards of the east coast				high	2	0	1	0	0	0
wizards of the coast	Select one to refine your search	wizards of the west coast	wizards of the north coast				high	0	0	0	0	0	0
wizards of the coast	What would you like to know about wizards of the coast?	wizards of the coast jobs	wizards of the coast stock	wizards of the coast headquarters			high	0	0	0	0	0	0
wizards of waverly place	Select one to refine your search	cast	dvd				high	0	0	0	0	0	0
wizards of waverly place	Select one to refine your search	episodes	cast	wizards of waverly place dvd	intro	soundtrack	high	8	0.333333333	0.333333333	0	0.333333333	0
